doi,server,version,category,publiStatus,date,author_corresponding_institution,titleLength,abstractLength,numberAuthors,cit1year
10.1101/2022.01.19.476916,biorxiv,1,cancer biology,year1,2022-01-21,Houston Methodist Research Institute,47,1344,4,8.0
10.1101/2022.01.20.477004,biorxiv,1,neuroscience,year1,2022-01-22,Boston Children's Hospital,98,1501,23,19.0
10.1101/2022.01.20.477050,biorxiv,1,microbiology,year1,2022-01-21,"Birla Institute of Technology and Science, Pilani, Pilani campus",127,1912,4,5.0
10.1101/2022.01.20.477122,biorxiv,1,developmental biology,year2,2022-01-21,Centro Andaluz de Biología del Desarrollo,98,1616,10,0.0
10.1101/2022.01.20.477144,biorxiv,1,plant biology,year1,2022-01-22,"University of California, Davis",87,1062,5,10.0
10.1101/2022.01.21.477044,biorxiv,1,genomics,year1,2022-01-23,Fudan University,72,1279,19,1.0
10.1101/2022.01.21.477220,biorxiv,1,cancer biology,year1,2022-01-23,University of Turku,100,1330,4,2.0
10.1101/2022.01.21.477265,biorxiv,1,microbiology,NP,2022-01-21,Virginia Polytechnic Institute and State University,65,976,2,
10.1101/2022.01.21.477299,biorxiv,1,cell biology,year1,2022-01-22,"1.	Cardiometabolic Genomics Program, Division of Cardiology, Department of Medicine, Columbia University Irving Medical Center, New York, NY, USA",93,1868,16,3.0
10.1101/2022.01.23.477337,biorxiv,1,microbiology,NP,2022-01-24,Texas Biomedical Research Institute,91,2770,5,
10.1101/2022.01.23.477417,biorxiv,1,neuroscience,NP,2022-01-24,University of California San Diego,120,1492,11,
10.1101/2022.01.24.477451,biorxiv,1,microbiology,NP,2022-01-24,Pennsylvania State University College of Medicine: Penn State College of Medicine,97,2451,16,
10.1101/2022.01.24.477483,biorxiv,1,biochemistry,year1,2022-01-24,Biochemistry and Molecular Biology,56,1088,4,1.0
10.1101/2022.01.24.477518,biorxiv,1,molecular biology,year1,2022-01-25,"Institut de Recerca i Tecnologia Agroalimentaries, Barcelona, Spain; Centre for Research in Agricultural Genomics, CSIC-IRTA-UAB-UB, Campus UAB, Barcelona, Spai",182,1839,4,7.0
10.1101/2022.01.24.477570,biorxiv,1,microbiology,NP,2022-01-25,UC San Francisco,90,1516,8,
10.1101/2022.01.25.477668,biorxiv,1,developmental biology,year2,2022-01-26,Fudan University,132,2964,12,2.0
10.1101/2022.01.25.477678,biorxiv,1,molecular biology,year1,2022-01-25,University of Oxford,134,1892,9,3.0
10.1101/2022.01.25.477728,biorxiv,1,cell biology,year1,2022-01-27,"Instituto de Biologia Molecular y Celular de Rosario, CONICET. Rosario, Argentina. Facultad de Ciencias Bioquimicas y Farmaceuticas, Universidad Nacional de Ros",68,1721,12,12.0
10.1101/2022.01.25.477781,biorxiv,1,neuroscience,NP,2022-01-25,"Institute of Neuroscience, Chinese Academy of Sciences",73,1540,14,
10.1101/2022.01.26.477575,biorxiv,1,molecular biology,year1,2022-01-26,"IRTA (Institut de Recerca i Tecnologia Agroalimentaries), Barcelona, Spain; Centre for Research in Agricultural Genomics (CRAG) CSIC-IRTA-UAB-UB, Campus UAB, 08",127,1615,6,0.0
10.1101/2022.01.26.477710,biorxiv,1,biophysics,NP,2022-01-26,"Peter Debye Institute for Soft Matter Physics, Universitaet Leipzig, 04103 Leipzig, Germany",118,1235,7,
10.1101/2022.01.28.478191,biorxiv,1,bioengineering,year1,2022-01-28,Yale School of Medicine,67,995,15,9.0
10.1101/2022.01.28.478238,biorxiv,1,genetics,year1,2022-01-28,National Institute of Environmental Health Sciences,96,1174,9,1.0
10.1101/2022.01.29.478329,biorxiv,1,bioinformatics,NP,2022-01-31,"Department of Systems & Computational Biology, Albert Einstein College of Medicine, Bronx, NY  10461, USA",129,2254,2,
10.1101/2022.01.30.478227,biorxiv,1,plant biology,year1,2022-01-31,CRAG Centre,109,1287,6,8.0
10.1101/2022.01.30.478393,biorxiv,1,neuroscience,year1,2022-01-31,Vrije Universiteit Amsterdam,73,1596,9,11.0
10.1101/2022.01.31.22270175,medrxiv,1,neurology,NP,2022-02-01,Washington University in St Louis,129,2288,22,
10.1101/2022.01.31.478483,biorxiv,1,cancer biology,NP,2022-02-01,University of Michigan-Ann Arbor,110,1206,3,
10.1101/2022.01.31.478565,biorxiv,1,neuroscience,year1,2022-02-02,University of Wisconsin-Madison,59,2427,8,2.0
10.1101/2022.01.31.478567,biorxiv,1,bioengineering,NP,2022-02-01,Stanford University,75,1810,6,
10.1101/2022.02.01.475239,biorxiv,1,genomics,NP,2022-02-03,Washington University in St. Louis,108,1656,5,
10.1101/2022.02.01.478478,biorxiv,1,cancer biology,year1,2022-02-01,National Research Council Canada,116,1148,8,2.0
10.1101/2022.02.01.478663,biorxiv,1,cell biology,NP,2022-02-03,Boston University School of Medicine,168,1394,18,
10.1101/2022.02.01.478672,biorxiv,1,molecular biology,NP,2022-02-01,University of Massachusetts Medical School,91,1017,11,
10.1101/2022.02.01.478681,biorxiv,1,biophysics,NP,2022-02-01,The Ohio State University Wexner Medical Center,93,1854,3,
10.1101/2022.02.01.478717,biorxiv,1,cell biology,year1,2022-02-03,University of California Santa Barbara,130,1617,10,5.0
10.1101/2022.02.02.478766,biorxiv,1,neuroscience,NP,2022-02-02,"1 RIKEN Brain Science Institute, Wako, Saitama 351-0198, Japan 2 Department of Physiology and Cell Biology, Kobe University School of Medicine, Chuo, Kobe 650-0",110,956,13,
10.1101/2022.02.02.478821,biorxiv,1,plant biology,NP,2022-02-03,Centre for Research in Agricultural Genomics,63,1155,6,
10.1101/2022.02.02.478837,biorxiv,1,developmental biology,year1,2022-02-02,"Pediatrics and Rare Diseases Group, Sanford Research, Sioux Falls, SD 57104, USA",148,1591,7,1.0
10.1101/2022.02.02.478872,biorxiv,1,developmental biology,year1,2022-02-04,The University of Iowa,117,2077,5,2.0
10.1101/2022.02.02.478894,biorxiv,1,genomics,year1,2022-02-02,New York Genome Center,95,972,10,6.0
10.1101/2022.02.02.478922,biorxiv,1,molecular biology,NP,2022-02-03,Fujian Agriculture and Forestry University,162,2469,10,
10.1101/2022.02.03.478941,biorxiv,1,bioinformatics,year1,2022-02-04,Thomas Jefferson University,116,1529,3,5.0
10.1101/2022.02.03.479077,biorxiv,1,molecular biology,year1,2022-02-06,University of Münster,131,2175,6,1.0
10.1101/2022.02.07.479376,biorxiv,1,cell biology,year1,2022-02-07,"Department of Anatomy and Developmental Biology, Graduate School of Biomedical and Health Sciences, Hiroshima University, 1-2-3 Kasumi, Minami-Ku, Hiroshima 734",125,1419,4,1.0
10.1101/2022.02.09.479730,biorxiv,1,evolutionary biology,year2,2022-02-10,Institute of Evolutionary Biology (CSIC-UPF),132,1739,2,3.0
10.1101/2022.02.09.479838,biorxiv,1,immunology,NP,2022-02-10,Sichuan University,96,1595,8,
10.1101/2022.02.10.479849,biorxiv,1,genomics,year1,2022-02-10,Universiteit Utrecht,92,2337,9,1.0
10.1101/2022.02.10.479964,biorxiv,1,cell biology,NP,2022-02-10,Northwestern University,99,1470,3,
10.1101/2022.02.11.480036,biorxiv,1,cancer biology,NP,2022-02-11,Beatson Institute for Cancer Research,93,3222,11,
10.1101/2022.02.11.480127,biorxiv,1,microbiology,year1,2022-02-12,Texas Biomedical Research Institute,95,1342,4,3.0
10.1101/2022.02.12.480208,biorxiv,1,biochemistry,year1,2022-02-13,University of Texas MD Anderson Cancer Center,74,1425,5,1.0
10.1101/2022.02.13.478866,biorxiv,1,neuroscience,year1,2022-02-14,Max Delbrueck Center for Molecular Medicine,88,1956,6,3.0
10.1101/2022.02.13.480282,biorxiv,1,genomics,NP,2022-02-13,University of Chicago,150,1235,4,
10.1101/2022.02.14.480162,biorxiv,1,biophysics,year1,2022-02-14,UC San Diego,71,1008,15,17.0
10.1101/2022.02.14.480386,biorxiv,1,immunology,year1,2022-02-14,University of Pittsburgh,99,1610,8,0.0
10.1101/2022.02.14.480404,biorxiv,1,neuroscience,NP,2022-02-15,University of Massachusetts Amherst,102,1524,6,
10.1101/2022.02.14.480438,biorxiv,1,microbiology,NP,2022-02-15,University of California San Francisco,77,2172,6,
10.1101/2022.02.15.476948,biorxiv,1,developmental biology,year1,2022-02-18,DePaul University,68,1915,4,0.0
10.1101/2022.02.15.480098,biorxiv,1,genomics,year1,2022-02-15,"Center for Genomic Medicine, Massachusetts General Hospital, Boston, MA",119,1956,19,3.0
10.1101/2022.02.15.480217,biorxiv,1,cancer biology,NP,2022-02-17,Massachusetts Institute of Technology,99,1136,13,
10.1101/2022.02.15.480382,biorxiv,1,plant biology,year1,2022-02-18,John Innes Centre,79,1396,3,1.0
10.1101/2022.02.15.480533,biorxiv,1,genomics,year1,2022-02-17,"The Shmunis School of Biomedicine and Cancer Research, Tel Aviv University, Tel Aviv 6997801, Israel",96,1112,18,49.0
10.1101/2022.02.15.480601,biorxiv,1,molecular biology,year1,2022-02-15,Albert Einstein College of Medicine,88,1722,11,18.0
10.1101/2022.02.16.480657,biorxiv,1,cancer biology,NP,2022-02-17,The Walter and Eliza Hall Institute of Medical Research,86,1324,18,
10.1101/2022.02.16.480781,biorxiv,1,bioinformatics,year2,2022-02-19,"BGI-Shenzhen, Shenzhen 518083, China",131,1059,13,0.0
10.1101/2022.02.17.479653,biorxiv,1,bioinformatics,year1,2022-02-17,CSIR Institute of Genomics and Integrative Biology,120,1524,5,3.0
10.1101/2022.02.17.480550,biorxiv,1,microbiology,NP,2022-02-18,Harvard T. H. Chan School of Public Health,105,1567,10,
10.1101/2022.02.17.480850,biorxiv,1,cell biology,year1,2022-02-18,"Centre for Genomics and Child Health, Blizard Institute, Barts and the London School of Medicine and Dentistry, Queen Mary University of London, 4 Newark Street",118,1567,16,1.0
10.1101/2022.02.18.481061,biorxiv,1,cancer biology,NP,2022-02-19,University of South Florida College of Public Health,49,1213,10,
10.1101/2022.02.19.480892,biorxiv,1,genomics,NP,2022-02-19,University of Bonn,42,934,8,
10.1101/2022.02.20.481157,biorxiv,1,cancer biology,NP,2022-02-23,"The Broad institute of MIT and Harvard & Cancer Center and Dept. of Pathology, Massachusetts General Hospital",119,1710,11,
10.1101/2022.02.21.480812,biorxiv,1,genetics,year1,2022-02-23,University of Tokyo,131,2054,6,1.0
10.1101/2022.02.21.481263,biorxiv,1,genetics,year1,2022-02-21,Fudan University,63,991,7,6.0
10.1101/2022.02.21.481336,biorxiv,1,neuroscience,NP,2022-02-22,Vanderbilt University,139,2038,12,
10.1101/2022.02.22.480917,biorxiv,1,cancer biology,NP,2022-02-22,University of Pittsburgh,111,1689,11,
10.1101/2022.02.22.481404,biorxiv,1,cancer biology,year2,2022-02-23,Columbia University,110,1455,15,6.0
10.1101/2022.02.22.481406,biorxiv,1,developmental biology,year1,2022-02-22,University of Maryland,91,1699,8,1.0
10.1101/2022.02.22.481435,biorxiv,1,cell biology,year1,2022-02-22,Institute of Cancer Research,119,1232,6,2.0
10.1101/2022.02.22.481438,biorxiv,1,molecular biology,year1,2022-02-22,"Centre de Recherche en Myologie, F-75013 Paris, France",110,1529,8,4.0
10.1101/2022.02.23.22271091,medrxiv,1,neurology,year1,2022-02-24,"Nationwide Children\'s Hospital, Institute for Genomic Medicine",74,1128,19,5.0
10.1101/2022.02.23.481500,biorxiv,1,plant biology,NP,2022-02-25,University of Florida,85,2093,8,
10.1101/2022.02.23.481674,biorxiv,1,cancer biology,year1,2022-02-25,Northwestern University,134,1666,27,9.0
10.1101/2022.02.24.481677,biorxiv,1,biophysics,year1,2022-02-25,University of Technology Eindhoven,126,1953,6,1.0
10.1101/2022.02.24.481783,biorxiv,1,microbiology,year1,2022-02-24,Brigham and Women's Hospital; Harvard Medical School; Broad Institute at Harvard and MIT,73,1555,10,9.0
10.1101/2022.02.24.481795,biorxiv,1,cell biology,NP,2022-02-24,"Department of Microbiology, Division of Medical Sciences, Faculty of Medicine, Graduate Faculty of Interdisciplinary Research, University of Yamanashi",119,1542,1,
10.1101/2022.02.25.481780,biorxiv,1,cell biology,year1,2022-02-25,"Department of Clinical Biochemistry, Addenbrookes Biomedical Campus, Cambridge Institute for Medical Research, University of Cambridge, Cambridge CB2 0XY, Unite",148,1461,6,6.0
10.1101/2022.02.25.481948,biorxiv,1,microbiology,year1,2022-02-25,Leibniz Institute for Natural Product Research and Infection Biology (Leibniz-HKI),177,1317,10,1.0
10.1101/2022.02.25.481972,biorxiv,1,evolutionary biology,year1,2022-02-27,Senckenberg Research Institute,79,1706,10,6.0
10.1101/2022.02.25.481987,biorxiv,1,plant biology,year1,2022-02-26,"Hard Winter Wheat Genetics Research Unit, USDA Agricultural Research Service",154,1476,8,10.0
10.1101/2022.02.25.482014,biorxiv,1,neuroscience,NP,2022-02-25,"Early Drug Discovery Unit (EDDU), Montreal Neurological Institute, McGill University",126,756,12,
10.1101/2022.02.25.482038,biorxiv,1,developmental biology,year2,2022-02-26,Nationwide Children's Hospital; The Ohio State University; The Ohio State University College of Medicine,80,1517,6,3.0
10.1101/2022.02.26.482008,biorxiv,1,systems biology,year1,2022-03-01,Children's Medical Research Institute,93,1141,30,27.0
10.1101/2022.02.26.482110,biorxiv,1,neuroscience,year1,2022-03-01,Washington University in St. Louis,65,1143,12,2.0
10.1101/2022.02.27.481379,biorxiv,1,plant biology,year1,2022-03-01,"National Engineering Laboratory for Tree Breeding, College of Biological Sciences and Technology, Beijing Forestry University, Beijing, 100083, China",76,1425,11,8.0
10.1101/2022.02.28.22271620,medrxiv,1,genetic and genomic medicine,year2,2022-03-01,VUMC,130,1964,20,2.0
10.1101/2022.02.28.482127,biorxiv,1,genetics,year1,2022-03-03,"National Institute of Dental and Craniofacial Research, NIH",70,1849,4,1.0
10.1101/2022.02.28.482271,biorxiv,1,bioinformatics,year1,2022-03-01,Human Technopole,89,1783,4,1.0
10.1101/2022.02.28.482276,biorxiv,1,plant biology,NP,2022-03-02,The Hebrew University of Jerusalem,115,1416,4,
10.1101/2022.02.28.482333,biorxiv,1,plant biology,year1,2022-03-01,University of Minnesota,105,1530,6,14.0
10.1101/2022.02.28.482366,biorxiv,1,cancer biology,NP,2022-02-28,University of Utah,117,2540,18,
10.1101/2022.03.01.482537,biorxiv,1,neuroscience,year1,2022-03-04,"University of Exeter Medical School, University of Exeter, Exeter EX2 5DW, United Kingdom",108,1795,9,3.0
10.1101/2022.03.01.482556,biorxiv,1,genomics,year1,2022-03-02,Yale University,73,1515,9,1.0
10.1101/2022.03.01.482582,biorxiv,1,neuroscience,year1,2022-03-02,HHMI-The Rockefeller University,93,1753,11,1.0
10.1101/2022.03.02.482598,biorxiv,1,synthetic biology,year1,2022-03-02,KTH Royal Institute of Technology,126,1374,4,5.0
10.1101/2022.03.02.482624,biorxiv,1,cancer biology,year2,2022-03-03,Broad Institute of MIT and Harvard,114,1734,11,3.0
10.1101/2022.03.02.482644,biorxiv,1,plant biology,NP,2022-03-04,"Key Laboratory of Biology and Genetic Resources of Tropical Crops, Ministry of Agriculture, Institute of Tropical Bioscience and Biotechnology, Chinese Academy ",120,854,11,
10.1101/2022.03.03.22271834,medrxiv,1,genetic and genomic medicine,NP,2022-03-04,University of Leeds,71,1746,6,
10.1101/2022.03.03.482805,biorxiv,1,immunology,year1,2022-03-04,KAIST,82,2533,4,2.0
10.1101/2022.03.04.482438,biorxiv,1,microbiology,year1,2022-03-05,Umeå University,120,2720,4,0.0
10.1101/2022.03.04.482801,biorxiv,1,animal behavior and cognition,year1,2022-03-05,"Department of Biological Sciences, KAIST, 291 Daehak-ro, Yuseong-gu, Daejeon, 34141, Korea",98,2502,12,4.0
10.1101/2022.03.04.482981,biorxiv,1,biochemistry,NP,2022-03-04,"Institute of Chemistry, Chinese Academy of Sciences",70,1012,10,
10.1101/2022.03.04.483011,biorxiv,1,physiology,year1,2022-03-05,University of Pennsylvania,65,1070,6,3.0
10.1101/2022.03.05.482955,biorxiv,1,developmental biology,year1,2022-03-06,"Institute of Evolution & Marine Biodiversity, Ocean University of China;Sars-Fang Centre, Ministry of Education Key Laboratory of Marine Genetics and Breeding, ",49,1100,9,5.0
10.1101/2022.03.06.483161,biorxiv,1,molecular biology,year1,2022-03-06,Icahn School of Medicine at Mount Sinai,110,1845,22,2.0
10.1101/2022.03.06.483164,biorxiv,1,cell biology,NP,2022-03-06,Wayne State University,55,1309,6,
10.1101/2022.03.06.483172,biorxiv,1,genetics,year1,2022-03-07,"University Of Sheffield, Sheffield Institute for Translational Neuroscience",94,1782,18,0.0
10.1101/2022.03.06.483188,biorxiv,1,immunology,NP,2022-03-07,University of British Columbia,60,1329,10,
10.1101/2022.03.07.483334,biorxiv,1,cancer biology,NP,2022-03-08,Goethe-University Frankfurt,89,1412,20,
10.1101/2022.03.08.482734,biorxiv,1,molecular biology,year1,2022-03-08,Boston University,92,1360,3,0.0
10.1101/2022.03.08.483394,biorxiv,1,plant biology,NP,2022-03-08,Academia Sinica,169,1699,6,
10.1101/2022.03.08.483411,biorxiv,1,bioengineering,year1,2022-03-08,Rothamsted Research,118,780,3,3.0
10.1101/2022.03.08.483441,biorxiv,1,cancer biology,year1,2022-03-09,Univ. Bordeaux,89,1659,5,6.0
10.1101/2022.03.08.483452,biorxiv,1,cancer biology,year1,2022-03-08,H. Lee Moffitt Cancer Center & Research Institute,97,1117,7,1.0
10.1101/2022.03.08.483478,biorxiv,1,microbiology,NP,2022-03-08,University of Texas at Dallas,132,2777,6,
10.1101/2022.03.09.22271543,medrxiv,1,infectious diseases,year1,2022-03-12,Institut Pasteur,84,1024,6,7.0
10.1101/2022.03.09.483585,biorxiv,1,microbiology,NP,2022-03-09,"Univ. Bordeaux, INRAE, Biologie du Fruit et Pathologie, UMR 1332",91,2385,7,
10.1101/2022.03.09.483657,biorxiv,1,genetics,year1,2022-03-09,ETH Zurich,82,1026,4,5.0
10.1101/2022.03.09.483686,biorxiv,1,synthetic biology,year2,2022-03-11,Shandong University,80,2520,6,3.0
10.1101/2022.03.10.483502,biorxiv,1,developmental biology,NP,2022-03-10,Columbia University,98,1517,7,
10.1101/2022.03.10.483555,biorxiv,1,genomics,NP,2022-03-13,"Flanders Research Institute for Agriculture, Fisheries and Food (ILVO)",90,1727,13,
10.1101/2022.03.10.483745,biorxiv,1,immunology,year1,2022-03-10,China Agricultural University,145,1387,14,1.0
10.1101/2022.03.10.483773,biorxiv,1,developmental biology,year2,2022-03-11,University of Namur,100,1050,8,1.0
10.1101/2022.03.10.483793,biorxiv,1,bioengineering,year1,2022-03-10,Massachusetts Institute of Technology,73,1265,3,2.0
10.1101/2022.03.10.483831,biorxiv,1,microbiology,year1,2022-03-10,University of California San Francisco,69,1379,3,7.0
10.1101/2022.03.10.483842,biorxiv,1,molecular biology,NP,2022-03-11,Universidade Federal de Viçosa,113,1295,12,
10.1101/2022.03.10.483852,biorxiv,1,developmental biology,NP,2022-03-11,"Dept. of Genetics and Genome Sciences, University of Connecticut School of Medicine, Farmington, CT USA",138,2742,10,
10.1101/2022.03.11.483779,biorxiv,1,cancer biology,NP,2022-03-12,NCI,69,1799,11,
10.1101/2022.03.11.483924,biorxiv,1,bioinformatics,year1,2022-03-11,Wellcome Sanger Institute,114,1822,10,1.0
10.1101/2022.03.11.483963,biorxiv,1,neuroscience,year2,2022-03-12,University of Connecticut School of Medicine,116,1436,8,5.0
10.1101/2022.03.11.484022,biorxiv,1,molecular biology,NP,2022-03-12,"University of California, Santa Barbara",69,1019,7,
10.1101/2022.03.13.484059,biorxiv,1,genomics,year1,2022-03-13,"Department of Physiology II, Nara Medical University",103,1399,4,0.0
10.1101/2022.03.13.484176,biorxiv,1,cancer biology,year2,2022-03-13,"Centre for Molecular and Systems Biology, Lunenfeld-Tanenbaum Research Institute, Mount Sinai Hospital; Toronto, Ontario, Canada",104,2145,20,2.0
